,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
30028,0,50,158.0,54.0,28.0,105.0,40.9
41964,0,64,157.0,54.0,12.0,96.0,40.6
59624,0,43,156.0,52.0,26.0,107.0,40.6
73089,0,28,162.0,66.0,12.0,97.0,39.9
20719,1,40,176.0,83.0,2.0,81.0,38.3
71283,1,39,196.0,93.0,12.0,90.0,39.9
21498,0,60,149.0,57.0,22.0,105.0,40.7
56326,0,53,151.0,54.0,24.0,104.0,40.5
46182,0,33,163.0,63.0,28.0,107.0,40.7
13306,0,52,161.0,63.0,7.0,97.0,39.4
32959,0,27,171.0,70.0,28.0,117.0,40.9
3641,0,27,165.0,64.0,16.0,87.0,40.2
26336,1,38,185.0,86.0,26.0,106.0,40.6
34268,0,42,168.0,67.0,11.0,93.0,39.7
65557,1,54,187.0,91.0,4.0,95.0,38.7
36486,0,20,152.0,52.0,26.0,97.0,40.9
62147,0,57,188.0,86.0,24.0,99.0,40.6
35670,0,30,175.0,69.0,3.0,81.0,38.4
5534,1,54,196.0,102.0,1.0,86.0,37.9
19276,1,48,179.0,77.0,21.0,99.0,40.7
56572,1,27,187.0,91.0,11.0,101.0,39.5
22912,0,42,176.0,69.0,6.0,91.0,39.3
17207,1,20,174.0,77.0,18.0,102.0,40.4
72498,1,46,174.0,79.0,24.0,106.0,40.6
10292,1,40,181.0,84.0,14.0,91.0,40.3
36390,0,73,162.0,63.0,26.0,108.0,40.8
37493,0,25,169.0,69.0,4.0,82.0,39.1
67005,0,61,168.0,70.0,11.0,98.0,40.1
30936,0,25,161.0,59.0,6.0,83.0,39.1
25496,0,45,169.0,69.0,29.0,110.0,40.9
72872,1,39,185.0,92.0,29.0,112.0,41.0
54154,1,56,178.0,78.0,9.0,85.0,39.6
35010,0,37,162.0,63.0,17.0,101.0,40.2
368,1,48,171.0,77.0,6.0,90.0,39.7
968,0,27,164.0,63.0,18.0,104.0,40.0
44553,0,44,171.0,72.0,20.0,102.0,40.7
58759,1,22,184.0,87.0,11.0,91.0,40.0
9491,0,52,164.0,63.0,10.0,92.0,39.8
16448,1,35,181.0,83.0,20.0,101.0,40.1
30348,1,38,193.0,92.0,14.0,94.0,40.1
36613,1,45,187.0,96.0,7.0,88.0,39.5
11017,1,24,184.0,87.0,5.0,87.0,39.0
64340,0,37,169.0,62.0,8.0,86.0,39.5
33172,1,65,195.0,101.0,15.0,85.0,40.0
74844,1,22,187.0,85.0,25.0,106.0,40.7
10683,1,65,189.0,94.0,25.0,105.0,40.7
51507,1,20,184.0,81.0,9.0,97.0,39.8
3232,0,41,175.0,66.0,12.0,99.0,40.1
72217,1,26,211.0,111.0,24.0,104.0,40.8
18302,0,52,160.0,61.0,18.0,102.0,40.3
28511,0,30,151.0,51.0,19.0,98.0,40.3
50721,0,43,158.0,60.0,9.0,93.0,39.8
1831,0,42,172.0,68.0,8.0,85.0,39.5
1242,1,51,187.0,94.0,14.0,93.0,40.3
70441,1,73,182.0,88.0,11.0,94.0,39.9
52021,0,40,158.0,54.0,10.0,91.0,39.7
68425,0,25,160.0,57.0,8.0,88.0,39.6
50477,0,22,154.0,56.0,24.0,109.0,40.9
28906,0,33,157.0,56.0,7.0,83.0,39.3
8998,0,67,160.0,64.0,13.0,94.0,39.9
59055,1,63,181.0,86.0,24.0,108.0,40.8
58645,1,64,185.0,92.0,21.0,106.0,40.6
41111,1,33,186.0,89.0,15.0,95.0,40.3
35757,0,20,160.0,54.0,20.0,97.0,40.5
69134,0,32,170.0,73.0,14.0,86.0,40.3
7490,0,50,156.0,61.0,28.0,105.0,40.7
18161,0,59,178.0,77.0,8.0,91.0,39.7
46389,1,51,193.0,99.0,19.0,101.0,40.6
69050,1,48,186.0,88.0,3.0,89.0,38.8
50374,1,34,179.0,74.0,20.0,99.0,40.5
67313,0,27,175.0,72.0,25.0,105.0,40.8
24161,0,71,177.0,76.0,13.0,95.0,39.9
32312,1,24,183.0,83.0,15.0,97.0,40.4
15111,0,40,148.0,54.0,4.0,82.0,38.4
67359,0,44,158.0,57.0,23.0,103.0,40.7
57853,1,24,188.0,95.0,12.0,87.0,40.0
23027,0,38,159.0,65.0,22.0,103.0,40.9
63722,1,42,193.0,89.0,12.0,85.0,40.1
22784,0,49,178.0,74.0,12.0,101.0,40.0
47258,0,39,169.0,68.0,4.0,88.0,38.7
19935,0,40,174.0,74.0,14.0,88.0,40.3
12178,0,57,164.0,57.0,30.0,110.0,40.8
21630,1,71,179.0,81.0,15.0,104.0,40.7
56325,1,63,192.0,94.0,13.0,103.0,40.2
51040,0,45,158.0,58.0,17.0,100.0,40.3
14779,0,51,157.0,60.0,26.0,110.0,40.9
16619,1,38,173.0,73.0,15.0,101.0,40.1
66273,1,54,186.0,92.0,7.0,88.0,39.7
16608,0,27,168.0,62.0,19.0,100.0,40.3
57089,1,38,192.0,88.0,9.0,93.0,39.4
3293,1,21,185.0,86.0,14.0,98.0,40.1
44252,1,62,179.0,84.0,4.0,81.0,39.1
69545,1,25,192.0,90.0,25.0,114.0,40.4
23290,1,48,208.0,104.0,2.0,77.0,38.8
3845,1,49,196.0,101.0,4.0,84.0,38.8
28469,1,33,170.0,75.0,15.0,95.0,40.4
47819,1,29,182.0,85.0,8.0,91.0,39.8
54703,1,45,182.0,91.0,27.0,108.0,40.9
70589,1,64,193.0,102.0,1.0,83.0,37.9
13777,0,47,159.0,64.0,8.0,89.0,39.3
71692,0,56,167.0,64.0,9.0,91.0,39.9
22301,0,53,162.0,60.0,6.0,81.0,39.6
45807,0,38,162.0,62.0,3.0,86.0,38.6
37792,0,53,171.0,67.0,10.0,90.0,40.2
67194,1,32,183.0,84.0,12.0,101.0,39.8
32980,1,48,177.0,80.0,11.0,88.0,40.1
73995,1,40,182.0,84.0,26.0,102.0,41.0
48114,0,21,173.0,68.0,21.0,101.0,40.2
1214,1,30,174.0,81.0,26.0,103.0,40.7
21577,1,30,189.0,91.0,14.0,92.0,39.9
63079,1,52,174.0,79.0,27.0,113.0,40.7
58703,0,78,169.0,72.0,10.0,90.0,39.7
15762,0,36,167.0,64.0,23.0,102.0,40.6
64280,1,45,187.0,91.0,22.0,105.0,40.6
65131,0,31,181.0,77.0,28.0,105.0,41.0
37679,0,64,167.0,68.0,27.0,108.0,40.9
58408,1,41,197.0,98.0,28.0,111.0,41.0
68104,0,26,161.0,66.0,13.0,89.0,40.0
2105,1,43,187.0,87.0,19.0,103.0,40.4
9505,1,59,193.0,97.0,6.0,91.0,39.2
2413,0,55,151.0,56.0,12.0,94.0,40.1
32214,1,48,192.0,101.0,2.0,77.0,38.0
834,0,21,156.0,54.0,28.0,110.0,40.7
42578,1,29,187.0,89.0,26.0,113.0,40.9
22419,0,64,172.0,72.0,29.0,104.0,40.8
12537,0,75,174.0,72.0,21.0,105.0,40.7
46057,1,59,192.0,97.0,22.0,101.0,40.5
59758,1,48,196.0,85.0,12.0,93.0,40.3
13163,0,40,167.0,65.0,28.0,104.0,40.4
50182,1,53,195.0,93.0,8.0,93.0,39.2
22936,0,24,163.0,61.0,5.0,85.0,39.2
44143,1,45,176.0,77.0,28.0,111.0,40.9
50539,0,28,159.0,60.0,25.0,109.0,40.4
51153,0,30,151.0,51.0,12.0,95.0,40.1
5609,0,59,167.0,63.0,25.0,112.0,40.6
11907,0,59,163.0,64.0,3.0,86.0,38.5
4581,1,28,183.0,81.0,15.0,94.0,40.1
15089,1,20,191.0,84.0,16.0,96.0,40.3
9677,1,21,182.0,83.0,23.0,109.0,40.8
60926,0,27,163.0,57.0,16.0,93.0,40.5
2523,0,62,149.0,53.0,25.0,106.0,40.4
46950,0,62,155.0,55.0,13.0,94.0,39.9
55206,1,33,184.0,94.0,4.0,87.0,38.9
56411,1,26,191.0,96.0,16.0,117.0,40.0
71479,1,24,179.0,78.0,16.0,97.0,40.5
19462,1,25,188.0,82.0,9.0,92.0,39.6
54712,1,64,182.0,81.0,7.0,79.0,39.6
4782,0,25,151.0,51.0,20.0,99.0,40.3
30782,0,42,161.0,57.0,16.0,95.0,40.3
19558,1,23,181.0,82.0,26.0,109.0,40.6
4381,1,72,189.0,90.0,21.0,95.0,40.7
38192,0,29,172.0,68.0,1.0,79.0,37.8
33760,0,63,156.0,62.0,5.0,86.0,39.1
55556,0,23,157.0,57.0,23.0,95.0,40.5
7642,1,41,181.0,85.0,18.0,101.0,40.9
39220,1,77,167.0,68.0,26.0,104.0,40.9
74828,0,48,164.0,62.0,6.0,82.0,39.2
20187,1,47,176.0,76.0,23.0,103.0,40.4
35281,0,30,150.0,53.0,7.0,82.0,39.6
7373,1,22,185.0,84.0,29.0,109.0,40.7
53019,0,75,174.0,76.0,29.0,106.0,41.1
47708,1,60,195.0,98.0,10.0,101.0,39.9
26739,1,42,171.0,71.0,8.0,89.0,39.6
71419,0,48,161.0,60.0,12.0,89.0,40.3
59274,1,25,187.0,90.0,26.0,108.0,40.4
10619,1,59,185.0,91.0,21.0,106.0,40.7
53915,1,41,163.0,62.0,19.0,102.0,40.7
66922,0,51,161.0,61.0,19.0,101.0,40.3
21323,0,30,169.0,68.0,13.0,86.0,40.1
555,0,48,160.0,61.0,5.0,81.0,39.0
18705,1,20,204.0,104.0,23.0,104.0,40.8
16704,0,42,180.0,77.0,21.0,106.0,40.8
35863,0,40,166.0,63.0,8.0,87.0,39.2
3285,1,23,183.0,87.0,21.0,103.0,40.7
9930,0,67,164.0,61.0,28.0,108.0,40.6
50222,0,24,177.0,75.0,19.0,97.0,40.5
7847,0,29,166.0,60.0,8.0,87.0,39.7
1313,1,43,176.0,74.0,24.0,97.0,40.8
26469,1,45,199.0,102.0,8.0,82.0,39.5
63767,1,63,181.0,85.0,26.0,105.0,40.8
57572,0,53,164.0,58.0,3.0,82.0,38.6
27909,1,47,193.0,90.0,16.0,96.0,40.3
38231,1,64,190.0,93.0,26.0,105.0,40.9
14706,0,41,161.0,56.0,11.0,93.0,39.9
44013,1,36,185.0,82.0,4.0,80.0,38.8
42399,0,22,158.0,61.0,12.0,93.0,40.1
25757,1,24,170.0,72.0,22.0,105.0,40.4
39339,0,46,155.0,57.0,11.0,87.0,40.0
18653,1,42,177.0,75.0,9.0,94.0,39.9
18256,0,24,169.0,64.0,3.0,79.0,38.8
2972,1,56,185.0,89.0,20.0,101.0,40.6
17806,1,63,190.0,99.0,25.0,108.0,40.9
74988,0,35,157.0,61.0,13.0,98.0,40.1
29283,1,43,181.0,86.0,26.0,107.0,40.6
43074,0,51,164.0,63.0,3.0,69.0,38.9
2765,0,39,168.0,64.0,2.0,92.0,38.7
1541,0,50,155.0,55.0,6.0,85.0,39.4
26849,0,21,169.0,64.0,9.0,81.0,39.6
59946,1,51,203.0,102.0,18.0,103.0,40.5
27472,1,67,197.0,99.0,1.0,83.0,37.9
20991,1,51,191.0,95.0,9.0,92.0,39.9
51952,0,21,161.0,61.0,19.0,93.0,40.8
72356,1,35,182.0,85.0,23.0,106.0,40.9
29332,0,25,161.0,53.0,21.0,101.0,40.3
32376,0,24,155.0,53.0,8.0,91.0,39.8
58436,0,59,158.0,58.0,6.0,88.0,38.9
69925,1,65,182.0,86.0,28.0,108.0,40.9
62257,0,38,168.0,67.0,7.0,82.0,39.6
56799,1,38,193.0,96.0,6.0,82.0,39.1
3771,1,21,192.0,90.0,2.0,87.0,38.1
46228,0,28,173.0,66.0,26.0,106.0,40.7
4655,0,29,164.0,60.0,24.0,105.0,40.8
38098,0,53,154.0,58.0,24.0,97.0,40.7
58382,1,26,176.0,73.0,11.0,88.0,39.8
11434,0,71,163.0,65.0,22.0,99.0,40.7
73306,1,73,196.0,99.0,2.0,82.0,37.9
294,0,64,163.0,59.0,6.0,89.0,39.2
41034,1,30,174.0,74.0,27.0,108.0,40.9
56247,0,24,157.0,54.0,13.0,96.0,40.1
46157,1,64,159.0,64.0,13.0,91.0,40.3
27499,1,35,183.0,88.0,18.0,101.0,40.5
1737,0,50,165.0,59.0,8.0,92.0,39.7
39029,0,53,182.0,82.0,5.0,86.0,38.8
20365,1,63,187.0,85.0,26.0,102.0,40.7
15357,0,51,161.0,61.0,10.0,92.0,39.9
36113,0,58,181.0,74.0,16.0,105.0,40.6
8314,1,49,191.0,96.0,5.0,86.0,39.1
9719,1,22,179.0,78.0,8.0,88.0,39.4
70599,1,74,197.0,102.0,28.0,107.0,41.0
21322,0,21,177.0,72.0,22.0,99.0,40.9
43890,1,42,190.0,94.0,18.0,101.0,40.3
30297,1,65,184.0,85.0,28.0,110.0,40.7
32826,1,56,190.0,94.0,20.0,97.0,40.4
53014,1,42,195.0,95.0,7.0,87.0,39.3
71995,0,44,164.0,64.0,11.0,96.0,40.1
57557,0,42,167.0,67.0,15.0,95.0,40.0
29059,1,70,179.0,78.0,12.0,88.0,39.6
59635,0,27,155.0,54.0,29.0,107.0,40.8
28942,0,30,167.0,63.0,13.0,96.0,40.2
73612,0,28,170.0,64.0,12.0,90.0,39.9
3435,0,62,156.0,51.0,18.0,102.0,40.2
17322,1,54,169.0,72.0,9.0,96.0,39.7
69831,1,58,184.0,83.0,3.0,81.0,38.5
55698,1,48,187.0,92.0,15.0,95.0,40.0
70081,1,32,195.0,100.0,26.0,97.0,40.7
44527,1,72,171.0,78.0,26.0,102.0,40.5
16138,1,33,192.0,101.0,6.0,88.0,39.3
42942,1,21,175.0,74.0,20.0,103.0,40.6
52066,0,40,153.0,54.0,9.0,98.0,39.7
5993,0,44,162.0,60.0,29.0,111.0,40.7
9107,0,22,165.0,63.0,29.0,113.0,40.9
57480,0,47,166.0,66.0,18.0,105.0,40.4
26393,0,79,163.0,64.0,14.0,92.0,40.0
56947,1,32,177.0,81.0,26.0,100.0,40.9
73217,1,38,190.0,95.0,4.0,88.0,39.0
34840,1,63,205.0,103.0,30.0,112.0,40.9
44140,1,39,202.0,104.0,17.0,96.0,40.4
13335,1,33,175.0,76.0,25.0,101.0,40.7
3513,0,24,155.0,54.0,2.0,82.0,37.9
49037,0,47,161.0,63.0,6.0,89.0,39.5
42719,0,65,156.0,58.0,26.0,104.0,40.7
49111,0,37,163.0,61.0,25.0,101.0,40.7
3782,0,47,166.0,73.0,27.0,110.0,40.6
71960,0,41,163.0,65.0,15.0,98.0,39.9
31225,0,49,164.0,61.0,4.0,79.0,38.7
65421,0,40,161.0,61.0,20.0,105.0,40.3
9336,0,24,177.0,68.0,8.0,79.0,39.9
15385,1,28,185.0,86.0,17.0,99.0,40.4
10702,1,71,190.0,94.0,13.0,93.0,40.1
48037,1,48,179.0,81.0,15.0,83.0,40.4
4924,1,51,172.0,73.0,2.0,77.0,38.5
4532,0,29,163.0,58.0,13.0,92.0,40.2
74657,1,26,187.0,82.0,25.0,99.0,41.0
38170,1,35,191.0,92.0,20.0,92.0,40.3
4055,0,36,160.0,57.0,6.0,83.0,39.3
23535,1,20,180.0,75.0,7.0,86.0,39.3
11953,0,45,179.0,80.0,20.0,105.0,40.9
28400,1,37,182.0,82.0,22.0,105.0,40.6
2850,1,52,194.0,89.0,6.0,88.0,39.2
43005,1,37,174.0,73.0,16.0,98.0,40.6
71013,0,40,144.0,54.0,14.0,90.0,40.2
46073,0,77,152.0,51.0,30.0,110.0,40.9
69882,1,26,192.0,95.0,29.0,101.0,40.9
12879,0,28,166.0,63.0,4.0,83.0,38.9
44912,1,21,168.0,69.0,5.0,85.0,38.7
42748,1,29,174.0,76.0,18.0,104.0,40.5
25020,0,21,161.0,61.0,13.0,99.0,40.5
23769,1,72,189.0,97.0,10.0,99.0,39.9
66394,0,45,183.0,79.0,16.0,98.0,40.0
15882,0,43,169.0,72.0,21.0,99.0,40.7
5972,0,40,154.0,52.0,21.0,100.0,40.7
20823,0,55,167.0,67.0,16.0,100.0,40.7
62665,1,37,187.0,91.0,15.0,96.0,40.3
40643,1,20,193.0,91.0,10.0,91.0,39.8
74693,0,32,166.0,65.0,8.0,91.0,39.7
595,1,27,196.0,91.0,27.0,106.0,40.7
8804,0,23,170.0,64.0,18.0,100.0,40.5
41954,0,58,163.0,61.0,29.0,110.0,40.9
65212,0,37,152.0,57.0,29.0,109.0,40.5
1951,0,25,161.0,61.0,30.0,108.0,40.9
70827,0,32,159.0,56.0,6.0,90.0,39.1
7910,1,41,184.0,88.0,14.0,96.0,40.4
56096,0,21,165.0,60.0,30.0,110.0,40.8
59117,1,50,192.0,88.0,3.0,88.0,38.6
68049,1,29,194.0,93.0,12.0,96.0,40.0
39500,0,27,180.0,73.0,19.0,100.0,40.4
7526,0,65,161.0,56.0,20.0,101.0,40.3
63645,1,48,181.0,81.0,9.0,91.0,39.7
4700,0,74,157.0,58.0,13.0,89.0,40.0
59789,1,36,184.0,93.0,15.0,99.0,40.0
27626,0,50,155.0,55.0,19.0,100.0,40.5
24976,0,49,171.0,71.0,8.0,90.0,39.4
48928,0,38,170.0,68.0,22.0,99.0,40.7
25008,0,21,164.0,60.0,25.0,100.0,40.9
69231,1,58,169.0,75.0,4.0,80.0,38.9
9215,0,68,171.0,70.0,27.0,102.0,41.0
56630,0,71,170.0,68.0,11.0,95.0,39.9
20539,0,47,169.0,67.0,5.0,79.0,38.9
61892,0,38,172.0,71.0,20.0,102.0,40.4
69629,1,50,190.0,95.0,12.0,90.0,40.0
29187,0,42,166.0,60.0,15.0,96.0,40.3
20625,0,26,176.0,72.0,13.0,98.0,40.0
5424,1,27,183.0,87.0,17.0,98.0,40.4
13265,0,32,153.0,54.0,25.0,98.0,40.7
28840,1,45,176.0,81.0,26.0,112.0,40.8
47934,0,22,165.0,59.0,10.0,89.0,39.8
34318,0,24,166.0,65.0,15.0,96.0,40.7
17393,1,21,196.0,93.0,1.0,85.0,38.1
23519,0,71,171.0,72.0,13.0,99.0,40.1
60091,1,36,191.0,94.0,11.0,92.0,39.7
10929,0,27,178.0,76.0,13.0,93.0,40.2
43822,1,32,187.0,90.0,4.0,87.0,38.7
21359,1,26,181.0,77.0,4.0,78.0,38.7
727,0,25,181.0,73.0,25.0,100.0,40.5
48893,1,45,184.0,92.0,7.0,91.0,39.7
14591,0,50,153.0,51.0,19.0,115.0,40.7
57894,1,42,178.0,82.0,19.0,100.0,40.2
69575,0,40,173.0,70.0,15.0,93.0,40.4
65867,0,26,161.0,60.0,28.0,110.0,40.8
55311,1,51,179.0,87.0,3.0,81.0,38.6
57851,0,30,169.0,65.0,5.0,88.0,39.2
65747,1,21,174.0,71.0,25.0,107.0,40.9
74182,0,60,169.0,69.0,20.0,101.0,40.4
35031,0,68,159.0,59.0,17.0,97.0,40.3
44135,1,52,183.0,85.0,27.0,108.0,41.0
3543,0,57,162.0,62.0,10.0,89.0,39.7
34206,0,51,178.0,71.0,19.0,101.0,40.7
10707,1,32,191.0,90.0,29.0,98.0,40.8
19252,0,38,159.0,58.0,23.0,108.0,40.9
51586,1,27,178.0,78.0,28.0,106.0,40.8
13237,0,39,161.0,61.0,18.0,102.0,40.4
55982,1,42,186.0,90.0,26.0,111.0,40.6
4792,1,51,183.0,88.0,20.0,100.0,40.7
7957,1,25,188.0,90.0,8.0,79.0,39.8
2017,1,21,187.0,87.0,23.0,99.0,40.8
33688,0,42,166.0,60.0,8.0,83.0,39.6
10976,0,24,162.0,58.0,3.0,81.0,38.6
453,1,28,190.0,92.0,12.0,87.0,40.1
52127,1,32,175.0,82.0,30.0,111.0,40.8
42616,0,46,157.0,58.0,26.0,106.0,40.7
72594,1,43,184.0,80.0,5.0,92.0,39.1
17043,1,23,173.0,74.0,28.0,105.0,40.8
36901,0,46,174.0,75.0,22.0,103.0,40.7
23806,1,63,185.0,84.0,15.0,94.0,40.1
35507,0,55,148.0,54.0,18.0,101.0,40.3
25988,0,21,158.0,57.0,26.0,102.0,40.9
56321,1,61,189.0,90.0,4.0,87.0,39.2
68322,1,33,176.0,75.0,16.0,98.0,40.4
36839,0,54,158.0,54.0,10.0,92.0,40.0
29825,1,61,184.0,92.0,21.0,104.0,40.8
24074,1,21,182.0,81.0,12.0,91.0,40.0
8222,1,52,190.0,90.0,12.0,92.0,39.7
8123,0,60,174.0,70.0,15.0,90.0,40.4
39131,0,44,168.0,65.0,6.0,83.0,39.6
47218,0,52,159.0,60.0,28.0,108.0,41.1
5796,0,24,174.0,73.0,22.0,99.0,40.7
36445,0,54,179.0,79.0,20.0,95.0,40.0
72702,0,21,174.0,73.0,7.0,89.0,39.4
60119,0,57,166.0,66.0,26.0,108.0,40.9
29680,1,21,186.0,89.0,21.0,101.0,40.5
5188,0,28,169.0,67.0,19.0,96.0,40.4
19613,0,28,171.0,65.0,19.0,98.0,40.6
35030,1,44,185.0,92.0,5.0,88.0,38.8
19157,0,26,176.0,74.0,24.0,104.0,40.5
18733,0,44,156.0,55.0,18.0,100.0,40.3
60663,1,62,181.0,82.0,26.0,110.0,41.0
5057,1,72,207.0,111.0,26.0,112.0,40.7
70566,0,44,157.0,57.0,12.0,96.0,39.9
13186,1,50,172.0,74.0,21.0,97.0,40.7
1779,0,30,161.0,61.0,1.0,81.0,37.7
35321,1,22,196.0,92.0,29.0,113.0,40.4
62119,1,22,188.0,80.0,29.0,111.0,40.7
74915,1,28,173.0,77.0,2.0,79.0,38.0
68222,0,40,161.0,65.0,12.0,97.0,39.9
66576,1,52,187.0,92.0,22.0,100.0,40.9
44460,1,28,187.0,89.0,18.0,102.0,40.5
50715,0,75,174.0,72.0,30.0,108.0,40.8
16939,1,59,196.0,98.0,2.0,77.0,38.5
40297,1,21,187.0,85.0,16.0,94.0,40.1
37146,0,54,163.0,58.0,28.0,110.0,40.8
29504,0,36,179.0,73.0,18.0,102.0,40.1
50568,1,68,179.0,82.0,6.0,92.0,39.4
28561,0,46,162.0,63.0,24.0,106.0,40.6
58701,0,25,157.0,60.0,7.0,89.0,39.3
70187,0,32,174.0,73.0,11.0,92.0,39.6
7961,0,22,175.0,66.0,4.0,91.0,39.0
40167,1,56,197.0,102.0,20.0,106.0,40.7
1906,0,64,169.0,68.0,11.0,93.0,39.9
65054,1,26,179.0,77.0,14.0,101.0,39.8
59557,0,47,149.0,54.0,19.0,97.0,40.6
50390,1,31,174.0,73.0,13.0,93.0,40.2
25345,1,56,182.0,86.0,21.0,100.0,40.4
54943,1,61,182.0,84.0,24.0,102.0,40.9
13503,1,56,176.0,83.0,20.0,113.0,40.6
67560,0,43,181.0,75.0,20.0,94.0,40.9
47657,1,54,178.0,81.0,13.0,90.0,40.1
45406,1,73,184.0,82.0,12.0,91.0,39.9
17397,1,79,184.0,91.0,25.0,104.0,40.8
47599,0,64,160.0,63.0,22.0,104.0,40.2
62370,1,56,180.0,84.0,5.0,83.0,39.2
28,0,71,162.0,60.0,13.0,99.0,39.9
62637,0,48,168.0,64.0,23.0,104.0,40.6
9718,0,42,178.0,77.0,8.0,98.0,39.7
33123,0,40,162.0,61.0,9.0,91.0,39.6
58773,1,58,192.0,92.0,15.0,101.0,40.6
31663,0,20,168.0,61.0,9.0,93.0,39.8
32463,1,33,191.0,92.0,16.0,98.0,40.3
50468,1,25,187.0,90.0,23.0,102.0,40.7
54401,0,45,182.0,71.0,17.0,101.0,40.3
11560,1,59,187.0,91.0,21.0,98.0,40.6
57676,1,66,169.0,82.0,28.0,109.0,40.7
56017,0,25,175.0,74.0,10.0,91.0,39.6
20608,1,30,201.0,101.0,9.0,94.0,39.9
46531,1,31,193.0,99.0,1.0,78.0,37.8
6749,1,21,194.0,86.0,5.0,81.0,39.0
32888,1,21,189.0,84.0,24.0,110.0,40.6
6794,1,32,196.0,92.0,16.0,96.0,40.0
45890,0,23,153.0,48.0,4.0,83.0,39.1
46451,0,32,169.0,63.0,23.0,90.0,40.5
65864,1,22,193.0,90.0,1.0,76.0,37.9
19665,0,30,161.0,64.0,13.0,96.0,40.4
67906,1,25,189.0,92.0,4.0,85.0,38.9
58047,1,26,172.0,70.0,22.0,103.0,40.5
15791,0,22,167.0,61.0,1.0,80.0,37.6
71476,1,57,186.0,88.0,28.0,110.0,40.9
64510,1,33,185.0,88.0,17.0,97.0,40.3
18562,1,32,177.0,80.0,28.0,113.0,40.8
37921,1,40,183.0,88.0,1.0,77.0,37.9
66745,0,48,158.0,58.0,4.0,79.0,39.0
13362,1,56,178.0,79.0,16.0,102.0,40.1
45836,1,39,207.0,110.0,4.0,83.0,39.1
39832,1,27,180.0,77.0,22.0,107.0,40.6
35891,1,51,190.0,88.0,11.0,96.0,40.1
65614,0,58,161.0,54.0,2.0,85.0,38.5
49402,1,58,182.0,85.0,9.0,90.0,39.8
73886,1,25,187.0,79.0,26.0,106.0,41.0
22760,1,48,191.0,93.0,14.0,95.0,40.3
74163,0,39,158.0,61.0,5.0,84.0,39.1
9493,1,61,183.0,91.0,30.0,105.0,40.9
3981,0,54,168.0,70.0,21.0,101.0,40.5
58466,1,73,186.0,90.0,12.0,91.0,39.9
20390,0,40,173.0,69.0,3.0,85.0,38.8
50713,1,29,186.0,92.0,19.0,104.0,40.3
15605,1,34,162.0,69.0,20.0,112.0,40.1
19641,1,65,199.0,105.0,26.0,110.0,40.9
53693,1,44,197.0,98.0,11.0,87.0,39.7
34550,1,21,205.0,102.0,14.0,101.0,40.3
63248,0,32,159.0,59.0,16.0,101.0,40.0
13275,0,66,179.0,75.0,29.0,116.0,41.1
5544,1,74,182.0,83.0,27.0,105.0,41.2
74278,1,42,176.0,83.0,2.0,91.0,37.9
73532,0,44,162.0,61.0,21.0,106.0,40.6
14385,0,40,169.0,68.0,26.0,109.0,40.8
27181,1,39,181.0,82.0,21.0,105.0,40.6
6789,0,35,176.0,75.0,21.0,107.0,40.7
34160,0,33,157.0,56.0,2.0,79.0,38.2
61313,1,35,198.0,103.0,11.0,95.0,39.8
65472,0,23,162.0,60.0,8.0,97.0,39.7
26287,0,32,173.0,69.0,18.0,95.0,40.6
19360,1,30,182.0,86.0,26.0,108.0,40.9
39462,1,28,179.0,77.0,23.0,103.0,40.6
35983,1,35,196.0,92.0,5.0,91.0,39.1
65305,0,38,156.0,55.0,24.0,101.0,40.9
8989,1,46,183.0,86.0,18.0,101.0,40.3
12404,0,60,162.0,61.0,4.0,91.0,38.9
9969,1,45,177.0,80.0,28.0,105.0,40.7
12305,1,54,191.0,88.0,9.0,90.0,39.7
67306,0,32,149.0,51.0,15.0,101.0,40.4
71454,0,27,159.0,60.0,21.0,105.0,40.6
30988,1,21,197.0,96.0,16.0,95.0,40.1
35790,0,63,162.0,63.0,21.0,104.0,40.4
28804,0,59,175.0,71.0,6.0,87.0,39.3
38169,0,22,154.0,58.0,27.0,112.0,40.9
7856,0,24,163.0,61.0,1.0,76.0,38.4
60356,1,30,183.0,88.0,28.0,112.0,40.8
10100,1,60,186.0,88.0,16.0,90.0,40.3
39643,0,26,163.0,66.0,14.0,97.0,40.1
21575,0,30,180.0,80.0,30.0,104.0,40.8
37387,0,44,168.0,62.0,26.0,104.0,40.7
71220,0,27,166.0,60.0,29.0,109.0,40.8
47058,1,79,176.0,74.0,9.0,86.0,39.8
24530,0,28,181.0,82.0,7.0,83.0,39.6
40736,0,38,152.0,54.0,26.0,102.0,40.8
57265,1,40,175.0,74.0,3.0,75.0,38.3
42879,1,32,184.0,88.0,11.0,96.0,39.7
31826,1,67,189.0,99.0,10.0,85.0,40.0
49853,0,32,166.0,64.0,12.0,90.0,40.0
40927,1,67,162.0,68.0,15.0,98.0,40.3
61991,1,72,188.0,89.0,4.0,90.0,39.0
56022,1,55,172.0,77.0,22.0,95.0,40.8
10450,1,48,187.0,88.0,11.0,93.0,40.0
6862,1,55,192.0,96.0,12.0,88.0,39.9
21252,0,51,186.0,82.0,26.0,118.0,40.9
9490,0,40,157.0,57.0,15.0,93.0,40.1
35694,0,35,159.0,61.0,27.0,108.0,40.8
21304,0,43,156.0,56.0,29.0,111.0,40.9
9479,1,49,188.0,88.0,25.0,97.0,40.7
